x,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8
r,5,5,6,8,3,6,11,9,4,7,3,8,3,7,6,11
m,6,10,9,7,6,11,6,2,5,9,3,6,9,8,2,9
y,4,9,7,7,3,7,11,1,8,6,12,8,1,11,2,8
v,2,3,4,5,1,9,8,4,2,6,13,8,3,10,0,8
y,3,9,5,6,2,7,11,0,4,7,11,8,0,10,0,8
g,4,8,5,6,4,5,8,5,5,8,8,9,2,7,4,10
n,8,12,9,6,4,10,5,3,4,13,2,7,5,7,0,7
b,3,6,5,5,5,6,8,6,4,7,6,8,6,9,7,8
k,3,3,5,2,2,7,6,2,7,10,6,10,4,7,3,8
q,6,8,6,9,7,7,8,6,3,8,8,10,3,9,6,7
f,5,8,7,6,3,5,12,7,5,13,7,3,2,9,2,5
x,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7
y,8,10,8,8,4,3,10,3,7,12,12,7,1,11,2,5
y,2,1,3,1,0,8,11,3,1,6,12,8,1,11,0,8
n,4,5,5,4,5,7,8,4,3,6,5,8,6,8,4,7
p,6,10,6,7,3,5,10,10,6,8,5,5,2,10,4,8
u,3,4,4,3,2,5,8,5,7,10,9,8,3,9,2,6
a,5,9,6,7,7,8,8,8,4,6,6,8,3,8,8,4
q,4,6,5,8,5,7,10,4,3,6,9,11,3,8,6,8
o,6,11,9,8,6,8,8,9,5,7,7,5,5,8,4,9
g,7,11,6,6,3,9,4,4,3,8,3,5,4,7,4,9
x,4,6,5,8,2,7,7,4,4,7,6,8,3,8,4,8
p,4,6,6,4,4,8,5,7,5,6,5,7,3,8,4,9
a,3,6,6,8,2,9,4,3,2,8,1,8,3,7,2,8
a,1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8
r,4,8,5,6,4,8,7,5,6,8,5,8,3,6,6,11
m,5,8,7,6,6,8,7,2,4,9,7,8,7,6,2,8
e,3,8,4,6,5,6,7,3,6,8,7,10,4,10,8,10
p,4,7,5,5,4,6,9,6,5,9,7,4,2,10,3,7
p,3,8,3,5,2,3,14,7,2,12,7,3,0,10,3,8
w,2,0,2,1,1,7,8,3,0,7,8,8,6,9,0,8
u,8,15,7,9,4,4,4,5,5,4,7,8,5,9,2,8
v,3,6,3,4,2,4,11,1,3,9,10,7,2,11,0,8
d,5,7,6,5,5,10,6,3,6,11,4,7,3,8,3,9
r,3,4,3,3,3,7,7,5,5,6,5,7,3,7,4,8
x,3,6,5,4,3,7,7,1,8,10,6,8,2,8,3,7
t,1,0,1,0,0,7,13,1,4,7,10,8,0,8,0,8
f,2,2,3,3,2,5,10,4,5,11,9,5,1,10,3,6
d,1,1,2,2,1,6,7,8,6,6,6,6,2,8,3,8
h,7,9,10,7,8,6,8,2,6,10,8,8,4,10,4,7
a,4,11,6,8,3,7,4,3,2,6,1,8,3,6,3,8
d,4,7,6,6,5,5,7,7,7,7,6,7,4,6,5,6
p,1,3,3,1,1,7,9,4,3,11,5,4,1,9,2,8
c,6,10,6,8,3,3,8,5,8,10,10,14,1,7,3,7
y,2,1,4,2,1,7,11,1,7,7,11,8,1,11,2,8
o,3,6,4,4,3,8,8,7,4,7,7,7,3,8,2,8
t,1,1,2,1,0,8,14,1,5,6,10,8,0,8,0,8
t,5,7,5,5,2,4,12,3,7,12,10,4,1,10,1,5
y,6,6,5,9,3,7,11,1,3,9,10,5,4,10,6,8
d,5,10,5,5,3,7,7,4,6,9,6,6,5,9,7,5
t,2,9,4,6,1,9,14,0,6,5,11,8,0,8,0,8
w,7,8,7,6,4,2,10,3,4,11,11,9,7,10,1,7
b,4,9,6,6,7,8,6,6,6,6,6,5,2,8,6,10
g,4,5,5,4,3,6,6,6,7,6,6,11,2,9,4,9
z,4,6,6,4,4,9,9,5,4,7,5,7,3,8,9,5
w,6,10,8,8,9,7,9,6,4,9,9,7,8,8,5,12
y,2,3,4,5,1,8,10,2,3,6,12,8,1,11,0,8
m,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8
c,6,11,7,8,3,5,7,7,11,7,6,12,1,9,4,8
g,5,10,7,8,6,8,7,7,6,6,7,7,2,7,8,13
v,4,9,6,7,3,8,11,3,4,5,11,8,3,10,1,8
a,2,9,4,6,3,11,2,1,2,9,3,9,2,6,3,8
u,2,0,2,0,0,7,5,10,4,7,13,8,3,10,0,8
i,5,11,4,6,2,10,6,2,5,11,4,6,2,9,4,11
o,6,10,7,8,6,8,5,9,5,5,5,5,5,8,5,8
w,4,9,6,7,6,7,5,6,2,7,7,8,6,8,4,8
f,2,3,4,2,1,6,10,3,5,13,6,5,1,9,1,7
k,9,14,8,8,4,8,8,3,7,9,7,7,6,10,4,7
l,5,11,7,8,5,7,4,1,8,8,2,10,0,6,3,8
l,2,5,3,3,1,3,4,3,8,2,1,7,0,7,1,6
j,4,6,6,7,5,7,8,4,5,7,7,7,3,9,9,10
m,2,3,3,2,2,8,7,5,4,6,7,8,5,6,1,7
u,5,11,6,8,2,8,5,14,5,6,14,9,3,9,0,8
f,4,10,6,7,5,3,11,3,5,11,10,7,1,10,3,6
t,4,5,5,3,2,7,12,3,7,7,11,8,2,11,1,8
g,2,0,2,1,1,8,6,6,6,6,5,9,1,7,5,10
s,4,5,5,4,5,8,8,4,4,7,7,8,5,10,9,10
c,4,4,5,6,2,6,7,7,11,6,6,13,1,7,4,9
y,4,10,6,8,3,6,10,2,2,7,12,8,1,11,0,8
s,4,8,5,6,3,8,7,3,7,10,4,7,2,8,5,9
o,2,6,3,4,2,7,8,7,5,7,7,7,3,8,3,7
q,4,5,5,7,3,8,6,9,7,6,6,9,3,8,4,8
w,5,8,5,6,5,5,10,3,3,9,7,7,7,11,2,5
t,2,2,3,3,2,6,11,3,6,8,11,8,2,11,1,7
b,5,9,5,4,4,7,8,3,4,9,6,7,6,7,8,5
v,3,3,4,2,1,4,13,3,2,10,11,7,2,11,1,8
y,5,7,7,11,10,10,9,4,2,5,8,9,4,11,10,12
j,3,7,4,5,2,8,7,1,6,14,4,7,0,7,0,7
p,4,8,6,6,4,4,12,6,4,11,8,3,0,10,4,7
a,1,3,3,2,1,11,2,3,2,10,2,9,1,6,2,8
t,2,4,3,3,2,7,12,3,6,7,11,9,2,11,1,8
u,5,10,8,8,10,8,5,4,5,6,7,6,10,6,6,5
r,6,9,6,4,4,5,8,3,5,7,4,10,4,7,5,7
q,5,6,6,8,6,7,10,4,2,7,9,11,3,9,5,8
k,9,12,10,7,5,7,7,3,6,10,9,9,6,12,4,8
w,5,10,7,7,6,4,9,5,1,7,9,8,8,10,0,8
m,7,11,10,8,10,8,7,5,5,6,7,7,11,8,4,6
g,2,3,3,1,1,7,7,5,5,9,7,9,2,8,4,10
y,3,4,4,6,1,6,12,2,3,9,12,8,0,10,0,8
q,3,6,4,7,4,9,7,7,3,5,6,10,3,8,6,10
k,6,11,9,9,6,8,7,2,7,10,4,8,4,7,4,8
t,7,13,6,8,4,7,8,2,7,12,6,7,3,8,5,5
h,4,11,5,9,5,7,7,13,1,7,6,8,3,8,0,8
r,2,6,3,4,3,5,10,7,4,7,4,9,2,6,5,11
m,7,8,10,6,6,9,6,2,5,9,6,8,8,6,2,8
a,5,7,7,5,7,7,8,8,4,7,5,8,4,8,9,4
l,2,7,3,5,2,8,4,3,7,7,2,8,1,6,2,8
h,6,9,8,7,5,5,7,3,7,10,9,10,3,8,4,6
c,3,4,4,3,2,6,8,8,8,8,7,12,2,9,4,10
f,4,9,4,6,2,1,13,5,4,12,11,7,0,8,2,6
b,4,10,4,8,4,6,6,10,7,6,6,7,2,8,9,10
p,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8
b,6,9,8,7,8,8,7,5,6,9,6,6,4,10,6,9
h,6,8,9,6,7,5,8,3,7,10,9,9,4,9,4,6
r,4,10,4,7,5,5,10,7,3,7,4,9,2,6,5,11
o,4,9,6,6,7,8,7,5,1,7,6,8,8,8,5,10
g,8,15,6,8,5,9,5,5,3,9,6,9,5,9,8,8
j,4,5,5,6,4,8,9,4,4,7,6,8,3,7,7,7
m,5,10,7,5,4,12,3,5,2,11,1,10,7,2,1,8
q,4,10,5,9,5,8,7,7,5,6,8,8,3,7,6,11
u,4,6,5,4,2,4,8,5,6,10,9,9,3,9,2,7
l,2,5,3,4,1,5,5,1,9,7,2,11,0,7,2,8
z,3,9,4,6,2,7,7,4,14,9,6,8,0,8,8,8
x,4,8,6,6,5,7,6,2,6,7,7,9,5,9,7,7
d,4,4,5,6,3,5,6,10,9,5,5,5,3,8,4,8
s,2,3,2,2,1,8,8,6,5,7,6,7,2,8,8,8
