j,4,7,5,5,3,7,5,5,4,14,8,13,1,6,1,6
a,3,7,5,5,3,10,3,2,2,8,2,10,3,5,2,8
m,10,14,10,8,5,9,11,6,5,4,6,9,10,11,2,7
p,4,9,5,6,5,6,9,7,4,9,7,4,2,10,4,7
x,2,1,4,3,2,7,8,3,9,6,6,7,2,8,6,7
s,3,7,4,5,2,7,6,6,9,5,7,10,0,9,9,8
w,4,7,6,5,3,7,8,4,1,7,8,8,8,9,0,8
p,8,12,7,6,3,7,10,6,5,14,5,4,4,10,4,8
p,4,10,6,8,5,6,9,6,5,9,7,3,2,10,4,6
n,6,11,8,8,5,10,8,3,5,9,3,5,6,9,1,7
g,5,9,7,7,5,5,6,7,7,7,5,13,4,9,5,8
u,7,8,7,6,3,3,10,6,7,13,12,9,3,9,1,7
y,3,6,4,4,2,8,10,2,6,5,12,8,2,11,2,8
t,5,6,5,4,3,4,12,2,7,12,10,5,1,10,1,5
j,4,11,5,8,3,10,6,1,7,13,3,7,0,7,0,8
z,2,1,2,1,1,7,7,5,8,6,6,8,1,8,6,8
k,2,3,4,2,2,7,8,2,6,10,6,8,3,8,2,8
z,6,10,8,7,5,7,8,3,10,12,7,8,1,9,6,7
m,2,1,3,2,1,8,6,10,1,6,9,8,7,5,0,8
v,3,7,4,5,3,7,11,1,2,6,10,8,3,12,1,8
o,5,9,6,7,5,8,8,8,4,7,7,8,3,8,3,7
b,4,6,5,4,4,8,8,4,6,10,5,6,3,8,6,10
a,5,10,9,7,6,7,5,2,4,5,1,6,5,7,5,5
a,1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,8
f,3,5,5,4,2,4,11,4,6,13,9,6,1,9,2,6
q,1,2,2,3,2,8,8,5,2,8,6,8,2,9,2,8
v,6,7,5,5,2,4,12,4,4,11,11,7,3,10,1,8
s,5,12,4,6,2,9,3,4,4,9,2,8,3,6,4,8
b,3,5,5,3,4,8,7,3,6,9,6,6,2,8,5,9
h,2,3,4,1,2,8,8,3,5,10,5,7,3,8,3,7
t,6,11,5,6,2,4,11,3,7,13,8,6,2,7,3,3
p,4,7,5,5,4,6,9,6,5,9,7,4,2,10,4,7
f,3,9,3,6,1,1,12,5,5,11,10,8,0,8,3,6
i,7,14,5,8,3,9,6,6,5,13,3,7,3,8,5,11
s,4,7,5,5,3,8,7,3,6,10,6,8,2,8,4,8
