w,4,7,6,5,5,7,11,1,2,7,8,8,6,12,1,8
b,1,0,2,1,1,7,7,7,5,6,6,7,1,8,7,9
r,6,10,8,8,7,8,8,6,6,6,5,7,3,6,6,9
q,4,4,6,6,3,7,7,7,6,5,7,7,3,8,5,9
o,9,13,6,7,4,5,6,7,4,9,7,9,5,9,5,8
w,6,8,6,6,7,7,10,4,3,9,6,6,8,10,4,5
j,1,1,2,1,1,10,6,2,6,12,4,8,0,7,1,7
z,3,7,4,5,2,7,8,3,12,8,6,8,0,8,7,7
o,1,3,2,1,1,8,7,6,4,9,5,8,2,8,2,8
w,7,10,10,8,7,5,8,4,1,7,9,8,8,10,0,7
e,4,8,5,6,4,5,8,3,7,11,8,9,3,8,4,7
a,2,6,4,4,2,7,4,2,0,6,2,8,2,6,1,7
i,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
d,3,2,4,4,3,7,7,7,6,6,6,5,2,8,3,7
g,4,8,6,6,6,7,9,6,4,6,6,8,5,7,7,7
w,7,12,7,7,4,1,9,2,3,9,11,9,8,10,1,6
w,7,7,10,6,10,8,7,5,5,7,5,8,10,9,8,7
x,6,9,8,8,9,7,7,2,5,7,6,8,4,8,8,8
m,5,8,6,6,5,8,5,11,0,7,9,8,9,6,2,7
h,2,1,3,1,2,7,8,6,6,7,6,10,3,8,3,9
t,7,10,7,8,4,7,10,2,10,11,9,4,3,9,5,5
g,4,8,5,6,2,8,7,8,8,6,6,9,2,7,6,11
a,4,11,7,8,5,12,2,2,2,10,2,9,2,6,3,8
u,3,8,5,6,8,7,6,4,3,7,7,8,7,10,5,6
a,3,11,5,8,3,13,4,5,3,12,1,8,2,6,4,9
z,7,7,5,11,4,7,8,5,3,11,7,7,2,9,10,6
y,1,3,3,2,1,7,10,1,6,7,11,8,1,11,1,8
n,2,3,3,1,1,7,9,5,5,8,7,6,5,9,1,6
a,4,7,5,5,3,7,5,3,0,7,1,8,2,7,1,8
x,4,6,6,4,5,8,6,3,5,6,7,8,3,9,8,9
t,4,11,5,8,3,9,14,0,5,6,10,8,0,8,0,8
a,3,9,5,6,4,8,2,1,2,6,2,7,3,6,4,7
v,2,1,4,2,1,8,12,3,3,5,11,9,2,10,1,8
a,8,15,6,8,4,8,3,3,2,7,4,11,5,5,4,7
x,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8
n,2,4,2,2,2,7,8,5,4,7,6,6,5,9,1,5
c,3,7,4,5,1,6,8,7,10,5,7,13,1,7,4,9
k,5,9,7,7,7,6,9,5,4,7,4,8,4,7,7,9
o,5,9,6,7,3,9,9,9,9,5,8,10,3,8,4,8
e,5,9,7,7,6,9,6,2,7,11,4,9,3,8,5,11
y,7,8,7,6,4,3,11,2,7,12,11,6,0,10,2,5
w,3,1,4,2,2,8,11,2,2,6,9,8,6,11,0,7
j,2,8,3,6,1,12,2,9,4,13,5,13,1,6,0,8
v,6,11,6,6,3,7,7,4,4,7,7,6,6,12,2,8
x,3,6,4,4,2,7,7,4,4,7,6,8,3,8,4,8
x,3,1,4,2,2,7,7,4,9,6,6,8,3,8,6,8
y,3,4,5,5,1,8,12,2,3,6,12,8,1,10,0,8
i,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
t,3,5,4,4,2,6,12,2,7,8,11,7,1,11,1,7
d,9,14,8,8,6,8,5,4,7,10,5,7,6,9,7,8
a,2,4,4,6,2,7,3,3,3,7,1,8,3,6,3,8
z,4,6,6,4,3,6,9,2,8,11,8,6,1,8,6,5
h,9,12,9,7,6,10,6,4,5,11,2,7,6,7,5,8
o,3,5,4,3,3,8,7,7,5,9,6,7,2,8,3,8
s,6,11,6,6,3,6,8,5,3,13,9,8,3,10,3,8
f,3,11,4,8,2,0,11,4,6,11,11,9,0,8,2,6
m,3,6,5,4,5,7,7,6,4,7,5,8,5,9,6,8
d,5,10,6,7,3,5,7,10,9,7,6,5,3,8,4,8
a,3,2,5,3,2,8,2,2,2,6,1,8,2,6,2,7
l,5,10,7,8,5,5,4,1,8,7,2,11,0,7,3,7
b,3,7,5,5,4,8,8,3,6,10,5,6,2,8,4,10
n,5,8,8,6,4,4,10,4,4,10,11,9,6,8,1,7
c,4,7,4,5,3,4,8,5,6,9,8,14,2,7,3,8
e,3,2,3,4,3,7,7,6,7,7,6,9,2,8,6,9
h,3,8,4,6,3,8,7,13,1,7,6,8,3,8,0,8
m,4,4,6,3,3,7,6,3,4,9,7,8,7,5,2,8
j,5,10,6,8,5,8,5,8,5,8,7,8,2,7,4,6
i,3,8,5,6,5,10,7,2,6,9,4,5,3,8,5,7
n,6,10,8,7,5,11,8,3,6,10,0,3,5,9,1,7
s,2,3,4,2,1,7,8,3,7,10,7,7,1,8,5,6
q,7,15,6,8,5,11,4,4,6,10,5,7,3,9,7,12
z,4,9,6,7,4,8,5,2,9,11,4,10,2,7,7,9
t,3,6,5,8,1,5,14,1,6,9,11,7,0,8,0,8
i,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
u,5,9,7,8,6,7,7,4,4,6,5,8,8,7,2,8
v,3,7,4,5,3,6,12,2,2,8,10,8,4,11,4,8
u,8,11,7,6,4,7,5,5,4,6,8,8,5,6,3,8
u,6,10,5,5,3,7,5,4,5,3,8,6,5,7,2,7
s,2,3,3,2,1,8,7,2,7,10,5,8,1,8,4,8
r,2,4,4,3,2,8,7,3,5,10,4,7,2,7,3,10
t,4,11,6,8,5,7,11,3,6,7,11,8,2,12,1,8
u,4,4,4,3,2,4,8,5,7,11,10,9,3,9,2,6
j,4,5,5,6,4,8,9,4,4,7,6,8,3,7,7,7
a,3,11,6,8,2,9,5,3,1,8,1,8,3,7,2,8
c,5,9,4,5,1,6,8,6,7,11,7,9,2,9,5,9
j,3,10,4,8,5,10,6,2,4,9,4,6,3,7,6,8
m,8,10,8,6,5,4,9,5,4,4,3,12,9,10,2,8
q,5,11,4,6,3,11,4,3,6,9,4,8,3,9,6,13
v,4,6,4,4,2,3,12,4,3,11,11,7,2,10,1,7
o,4,7,5,5,3,7,8,7,6,9,8,8,3,8,3,8
v,4,11,6,8,2,7,8,4,3,7,14,8,3,9,0,8
b,1,3,3,2,2,8,6,2,5,10,5,7,2,8,3,9
y,8,11,7,6,4,8,6,4,6,9,6,5,3,10,6,5
v,3,8,5,6,6,6,6,5,2,8,8,9,5,9,5,8
z,4,8,6,6,4,8,6,2,9,11,4,10,2,7,7,9
p,6,9,8,7,4,9,9,3,6,14,4,3,1,10,3,9
s,5,8,6,6,4,9,7,4,6,10,3,6,2,7,5,10
j,2,9,3,6,2,14,3,4,4,13,1,8,0,7,0,8
n,4,9,4,6,4,8,7,12,1,6,6,7,6,8,0,9
r,2,4,4,3,2,8,7,4,5,8,5,7,2,7,4,11
d,5,10,5,5,3,7,7,4,6,9,6,6,5,9,7,5
o,2,5,3,4,2,8,7,7,4,9,6,8,2,8,3,8
j,4,10,5,8,3,8,7,2,6,14,5,9,1,7,1,7
l,3,9,3,7,1,0,1,5,6,0,0,7,0,8,0,8
s,3,4,5,3,2,8,6,3,7,10,4,8,1,8,4,10
o,6,10,8,8,5,8,10,9,6,8,8,5,5,8,5,9
h,3,3,4,2,2,7,7,6,6,7,6,8,3,8,3,8
q,5,6,7,8,8,10,9,6,0,5,7,10,7,13,5,11
f,4,5,5,6,5,7,9,4,4,7,6,7,4,9,8,8
z,6,10,8,8,5,8,6,3,9,12,4,9,3,6,8,9
x,2,3,4,2,2,7,7,3,9,6,6,8,2,8,5,8
u,3,7,4,5,3,8,5,11,4,8,12,7,3,9,0,8
q,4,5,4,6,4,8,5,6,5,9,6,9,3,8,5,8
j,2,8,2,6,1,12,3,9,4,13,4,12,1,6,0,8
e,5,6,5,8,3,3,7,6,11,7,6,15,0,8,7,7
c,4,7,5,5,3,7,7,8,6,7,6,10,3,8,3,9
b,3,1,4,3,3,8,8,5,6,7,5,5,2,8,6,8
t,2,7,3,4,1,7,14,0,6,7,11,8,0,8,0,8
n,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8
p,3,6,4,4,2,4,14,8,1,11,6,3,0,10,4,8
h,3,8,5,6,7,8,6,4,3,7,6,7,6,7,8,9
r,4,9,5,6,4,10,6,4,5,10,3,7,3,7,4,11
i,2,11,2,9,2,7,7,0,8,7,6,8,0,8,3,8
j,4,7,5,5,4,7,6,4,5,8,6,7,5,6,4,6
z,3,9,4,7,2,7,7,4,13,10,6,8,0,8,8,8
k,4,7,5,5,5,5,6,4,6,6,6,11,3,8,5,10
f,5,11,5,8,2,1,13,5,4,12,10,6,0,8,2,5
i,2,7,3,5,2,7,7,0,7,13,6,8,0,8,1,8
k,4,5,5,4,5,8,7,2,4,8,3,8,4,4,3,9
m,6,10,7,5,4,13,2,5,2,12,1,9,6,3,1,8
l,2,3,2,2,1,4,5,2,7,3,2,8,0,7,1,6
b,1,3,3,1,1,9,7,2,5,10,4,7,1,8,2,9
d,2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8
a,3,8,5,6,3,10,4,2,2,8,2,10,2,6,3,8
l,2,5,3,4,2,7,4,1,8,8,2,10,0,7,2,8
n,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8
g,3,2,4,4,3,6,7,6,6,7,6,10,3,7,4,9
s,7,15,6,8,3,9,5,4,4,13,6,9,2,9,3,8
n,5,8,8,6,4,7,8,3,5,10,6,7,5,8,1,7
h,6,7,8,9,7,9,8,3,1,8,6,8,4,9,9,9
k,5,11,7,8,9,7,6,3,5,6,6,8,7,7,7,7
t,5,10,7,7,8,6,8,4,6,7,6,9,5,8,5,6
a,3,10,6,7,2,7,3,3,3,7,1,8,3,6,3,7
z,6,9,8,7,6,6,9,2,9,11,8,7,3,11,7,7
z,2,2,3,3,2,7,8,5,9,6,7,9,1,9,7,8
a,3,6,5,4,3,8,2,2,2,7,2,8,2,6,2,7
e,5,11,5,8,3,3,8,6,12,7,6,15,0,8,7,6
r,2,3,4,2,2,9,7,2,5,10,3,6,2,7,3,9
u,3,4,4,3,2,5,8,5,7,10,9,9,3,9,2,6
m,7,10,10,8,7,5,6,3,5,9,9,9,8,5,2,8
h,10,13,11,8,7,9,6,4,5,11,3,7,6,7,5,7
q,3,6,5,6,4,8,8,6,4,5,8,9,3,8,5,9
v,8,10,7,7,3,3,12,4,4,10,12,8,3,10,1,8
m,3,7,4,5,5,8,7,6,3,7,5,8,5,9,5,8
e,3,4,5,3,2,6,8,2,9,11,7,8,2,8,4,6
y,5,7,5,5,3,6,8,1,7,8,9,5,2,12,4,4
e,1,3,3,1,1,6,7,2,6,11,6,9,2,8,3,9
i,2,9,2,7,2,8,7,0,9,7,6,7,0,8,3,7
p,6,9,8,6,4,9,9,4,6,13,4,2,1,10,4,9
i,1,3,2,2,0,7,7,1,7,13,6,8,0,8,0,7
i,1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8
j,2,10,3,7,1,13,3,8,4,14,3,11,1,6,0,8
r,5,9,6,6,3,6,13,9,3,7,2,9,3,7,5,10
r,1,0,2,1,1,6,9,7,3,7,5,8,2,7,4,11
k,3,6,4,4,1,4,7,8,1,7,6,11,3,8,2,11
t,6,8,6,6,3,5,12,3,8,12,9,4,1,11,2,4
n,5,9,7,6,7,6,8,3,4,8,7,8,6,9,5,4
x,2,1,2,1,0,7,7,4,4,7,6,8,2,8,4,8
m,5,10,7,5,4,12,3,5,2,11,1,10,7,2,1,8
x,6,9,7,8,8,8,6,1,6,7,6,8,4,13,9,8
f,7,11,6,6,3,7,8,2,8,11,6,6,2,10,5,6
d,4,5,5,4,4,7,7,7,7,7,6,5,2,8,3,7
f,2,3,3,1,1,7,9,2,5,13,6,5,1,9,1,8
p,4,11,5,8,3,5,10,11,5,9,6,5,2,10,4,8
r,4,5,5,7,3,5,12,8,4,7,2,9,3,7,6,11
g,4,7,5,5,3,6,7,7,7,10,7,11,2,9,4,9
a,4,7,6,6,5,8,8,2,4,7,7,8,5,7,4,6
c,5,10,6,7,4,7,7,8,7,6,6,9,4,8,4,8
g,4,6,4,4,3,6,7,5,5,9,8,11,2,8,4,10
o,2,1,2,2,1,7,7,7,4,7,6,8,2,8,3,8
s,3,8,4,6,3,8,8,7,7,8,5,6,2,8,9,8
n,4,7,6,5,4,12,7,3,5,10,0,4,5,9,1,7
x,4,8,5,7,6,7,8,1,5,7,6,7,3,5,8,7
q,3,4,4,6,2,7,7,7,6,6,7,7,3,7,6,9
n,2,3,2,1,1,7,8,5,4,7,6,7,4,9,1,6
d,5,9,8,6,5,9,7,5,8,10,4,5,3,8,3,8
w,1,0,2,1,1,7,8,3,0,7,8,8,5,10,0,8
x,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8
n,2,4,3,3,2,6,8,5,4,7,7,7,5,9,1,6
m,5,9,7,6,6,4,7,3,4,10,10,10,7,5,2,7
i,1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8
c,6,8,6,6,3,4,9,6,9,13,10,10,1,9,3,7
v,6,8,5,6,3,4,12,1,2,8,10,7,4,12,1,8
o,4,8,4,6,4,8,7,7,3,9,6,9,3,8,2,8
s,6,8,7,6,4,7,8,3,8,10,5,6,2,6,5,8
d,9,15,9,8,5,10,4,4,6,12,2,8,5,6,5,10
i,4,10,5,8,3,7,7,0,8,14,6,8,0,8,1,8
e,2,2,3,3,3,7,7,5,7,7,7,9,2,8,5,10
m,4,4,5,2,3,8,6,6,4,6,7,8,8,6,2,7
g,1,3,2,1,1,7,7,5,5,10,7,10,2,9,3,10
f,6,11,9,8,5,8,9,4,7,13,6,6,5,7,4,6
p,2,3,4,2,2,7,9,3,4,12,5,4,1,9,3,8
b,9,15,9,8,8,8,7,4,5,9,5,7,8,4,10,7
h,5,7,7,5,5,7,7,3,6,10,5,8,3,8,3,8
j,2,2,4,4,2,11,6,2,7,12,3,7,0,7,1,8
i,2,5,3,3,1,7,7,0,7,13,6,8,0,8,1,7
m,3,3,5,2,3,7,6,3,4,9,7,9,7,5,1,8
v,5,10,7,8,4,7,12,2,3,6,11,9,4,10,3,7
j,3,7,4,5,2,8,7,1,6,14,4,7,0,7,0,7
s,3,2,4,3,3,8,7,7,5,7,6,8,3,9,9,8
p,5,6,6,4,5,7,6,6,4,7,6,8,3,8,7,10
w,5,11,8,8,4,10,8,5,2,7,9,8,9,9,0,8
j,3,7,4,5,3,8,7,1,6,11,5,8,0,7,1,6
l,3,7,4,5,2,0,1,4,5,1,1,7,0,8,0,8
i,4,5,5,6,4,8,9,4,4,7,6,8,3,7,8,7
e,2,4,3,3,2,7,7,5,7,7,7,9,2,8,5,9
q,8,12,7,7,4,8,5,4,9,10,5,9,3,7,9,10
x,7,14,7,8,4,6,8,2,7,11,7,8,4,9,4,7
x,5,9,5,5,2,11,6,3,7,9,3,7,3,9,4,10
c,4,6,5,4,2,4,8,6,9,10,10,12,1,8,3,7
w,4,9,7,6,5,8,10,2,3,6,9,8,7,11,1,8
k,4,9,6,7,7,6,6,3,4,6,6,9,8,7,8,7
l,3,6,4,4,2,5,3,1,8,8,2,10,0,7,2,7
n,4,10,4,8,5,8,7,12,1,6,6,7,6,8,1,10
u,6,10,6,7,5,4,8,5,7,9,7,9,7,9,5,3
p,6,12,5,6,4,9,8,4,4,12,4,4,4,11,5,7
k,4,9,5,7,5,5,6,3,6,6,6,10,3,8,5,10
i,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
c,3,6,4,4,2,6,7,6,7,7,6,12,1,8,4,10
j,0,0,1,1,0,12,4,5,3,12,4,10,0,7,0,8
j,2,2,3,4,1,10,6,2,7,12,4,9,1,6,1,7
g,4,5,5,4,3,6,7,6,6,9,7,10,2,9,4,9
f,6,10,6,5,4,8,10,3,5,11,5,4,4,9,7,7
l,3,7,5,5,2,4,2,7,7,1,2,4,1,6,0,6
g,4,9,5,7,4,5,7,5,4,9,9,9,2,7,5,9
w,4,2,6,4,4,7,11,2,2,6,9,8,7,11,1,8
j,3,8,5,6,3,12,4,4,5,14,2,9,0,7,0,8
x,9,14,9,8,5,3,10,3,8,12,11,9,4,8,3,5
v,6,9,4,5,3,8,9,6,3,7,9,6,6,12,3,8
k,3,7,4,4,1,4,8,7,2,7,5,11,3,8,3,10
m,3,7,4,5,3,7,7,11,1,7,9,8,8,6,0,8
b,5,9,5,4,4,7,8,3,4,9,6,7,6,7,8,5
p,2,4,4,3,2,7,9,3,4,12,5,4,1,9,3,8
w,9,11,8,8,7,5,10,4,3,9,8,7,9,11,3,5
e,6,9,8,7,5,7,7,3,9,11,8,9,2,8,4,8
c,7,10,8,8,5,4,8,6,7,12,10,12,2,11,3,7
h,6,11,6,8,3,7,5,15,1,7,9,8,3,8,0,8
c,6,11,8,8,6,7,6,9,6,8,6,11,4,9,4,8
f,4,9,6,7,4,5,11,4,6,11,10,5,2,10,3,5
d,4,11,6,8,5,8,7,6,8,7,6,5,6,8,3,7
z,5,10,6,8,6,9,6,5,9,8,5,7,1,7,7,8
t,8,11,7,6,3,5,10,3,9,13,7,5,2,9,3,4
a,6,9,5,4,2,11,3,3,1,9,3,10,4,5,4,10
r,3,2,4,3,3,6,7,4,6,6,5,7,3,7,5,8
v,4,11,6,8,4,6,11,2,3,6,11,9,2,10,1,8
